,model,RAM,approx_price_EUR,battery_mah,CPU_cores,CPU_speed,primary_camera_mp,secondary_camera_mp,internal_memory_gb,brand,OS,battery_removable,battery_type,cluster
0,Iconia Talk S,2.0,170.0,3400.0,4,1.3,13.0,2.0,32.0,0,0,0,0,2
1,Liquid Z6 Plus,3.0,250.0,4080.0,8,1.3,13.0,5.0,32.0,0,0,1,1,2
2,Liquid Z6,1.0,120.0,2000.0,4,1.25,8.0,2.0,8.0,0,0,1,0,3
3,Liquid X2,3.0,230.0,4020.0,8,1.3,13.0,13.0,32.0,0,0,1,1,2
4,Liquid Zest Plus,2.0,200.0,5000.0,4,1.3,13.0,5.0,16.0,0,0,0,0,2
5,Liquid Zest,1.0,110.0,2000.0,4,1.3,8.0,5.0,8.0,0,0,1,0,3
6,Liquid Jade Primo,3.0,220.0,2870.0,6,1.4,21.0,8.0,32.0,0,2,0,1,2
7,Liquid Z330,1.0,110.0,2000.0,4,1.1,5.0,5.0,8.0,0,0,1,0,3
8,Liquid Z320,1.0,90.0,2000.0,4,1.0,5.0,2.0,8.0,0,0,1,1,3
9,Liquid Z630,1.0,200.0,4000.0,4,1.3,8.0,8.0,8.0,0,0,1,0,2
10,Liquid Z530,1.0,150.0,2420.0,4,1.3,8.0,8.0,8.0,0,0,1,0,3
11,Iconia Tab A3-A20,1.0,190.0,5910.0,4,1.3,5.0,2.0,16.0,0,0,0,1,1
12,Iconia Tab A3-A20FHD,2.0,230.0,5910.0,4,1.5,5.0,2.0,32.0,0,0,0,1,1
13,Liquid Z520,1.0,130.0,2000.0,4,1.3,8.0,2.0,8.0,0,0,1,1,3
14,Liquid Z220,1.0,90.0,1300.0,2,1.2,5.0,2.0,8.0,0,0,1,0,3
15,Liquid Z410,1.0,130.0,2000.0,4,1.3,5.0,2.0,8.0,0,0,1,1,3
16,Liquid Jade S,2.0,200.0,2300.0,8,1.5,13.0,5.0,16.0,0,0,0,0,3
17,Liquid Z500,1.0,150.0,2000.0,4,1.3,8.0,2.0,4.0,0,0,0,0,3
18,Liquid X1,2.0,260.0,2700.0,8,1.7,13.0,2.0,16.0,0,0,1,0,3
19,Liquid E600,1.0,200.0,2500.0,4,1.2,8.0,2.0,4.0,0,0,0,0,3
20,Liquid Z200,0.512,90.0,1300.0,2,1.0,2.0,0.0,4.0,0,0,1,0,3
21,Iconia Tab 8 A1-840FHD,2.0,200.0,4600.0,4,1.86,5.0,2.0,32.0,0,0,0,0,2
22,Liquid Z4,0.512,100.0,1630.0,2,1.3,5.0,1.3,4.0,0,0,1,0,3
23,Iconia B1-721,1.0,130.0,2955.0,2,1.3,0.6,0.0,16.0,0,0,0,1,2
24,Iconia B1-720,1.0,100.0,2955.0,2,1.3,0.6,0.0,16.0,0,0,0,1,2
25,Iconia A1-830,1.0,130.0,4000.0,2,1.6,5.0,2.0,16.0,0,0,0,0,2
26,Liquid Z5,0.512,170.0,2000.0,2,1.3,5.0,0.6,4.0,0,0,0,0,3
27,Liquid S2,2.0,340.0,3300.0,4,2.2,13.0,2.0,16.0,0,0,0,1,2
28,Liquid Z3,0.512,100.0,1500.0,2,1.0,3.15,0.0,4.0,0,0,1,0,3
29,Liquid S1,1.0,320.0,2400.0,4,1.5,8.0,2.0,8.0,0,0,1,1,3
30,Iconia Tab A3,1.0,190.0,7300.0,4,1.2,5.0,0.6,32.0,0,0,0,1,1
31,Iconia Tab A1-811,1.0,150.0,4960.0,4,1.2,5.0,0.6,8.0,0,0,0,0,2
32,Iconia Tab A1-810,1.0,120.0,4960.0,4,1.2,5.0,0.6,16.0,0,0,0,0,2
33,Liquid E2,1.0,180.0,2000.0,4,1.2,8.0,2.0,4.0,0,0,1,0,3
34,Liquid Z2,0.512,100.0,1300.0,1,1.0,3.0,0.0,4.0,0,0,1,0,3
35,Liquid C1,1.0,180.0,2000.0,1,1.2,8.0,0.6,4.0,0,0,1,0,3
36,Liquid E1,1.0,170.0,1760.0,2,1.0,5.0,0.6,4.0,0,0,1,0,3
37,Iconia Tab B1-A71,0.512,100.0,2710.0,2,1.2,0.6,0.0,16.0,0,0,0,1,3
38,Iconia Tab A110,1.0,150.0,3420.0,4,1.2,2.0,0.0,8.0,0,0,0,1,2
39,Liquid Z110,0.512,100.0,1300.0,1,1.0,3.15,0.0,4.0,0,0,1,1,3
40,Liquid Gallant E350,1.0,160.0,1500.0,1,1.0,5.0,0.0,4.0,0,0,1,0,3
41,Liquid Gallant Duo,1.0,140.0,1500.0,1,1.0,5.0,0.0,4.0,0,0,1,0,3
42,Liquid Glow E330,0.512,120.0,1300.0,1,1.0,5.0,0.0,1.0,0,0,1,0,3
43,Iconia Tab A210,1.0,260.0,3260.0,4,1.2,2.0,0.0,16.0,0,0,0,1,2
44,Iconia Tab A200,1.0,200.0,3260.0,2,1.0,2.0,0.0,16.0,0,0,0,1,2
45,Iconia Tab A511,1.0,250.0,9800.0,4,1.3,5.0,1.0,32.0,0,0,0,1,1
46,Iconia Tab A510,1.0,230.0,9800.0,4,1.3,5.0,1.0,32.0,0,0,0,1,1
47,Iconia Tab A501,1.0,490.0,3260.0,2,1.0,5.0,2.0,64.0,0,0,0,1,2
48,Iconia Smart,0.512,220.0,1500.0,1,1.0,8.0,2.0,8.0,0,0,1,1,3
49,Iconia Tab A500,1.0,200.0,3260.0,2,1.0,5.0,2.0,32.0,0,0,0,1,2
50,Iconia Tab A101,1.0,260.0,1530.0,2,1.0,5.0,2.0,16.0,0,0,0,1,3
51,Iconia Tab A100,1.0,100.0,1530.0,2,1.0,5.0,2.0,16.0,0,0,0,1,3
52,Stream,0.512,130.0,1400.0,1,1.0,5.0,0.0,2.0,0,0,1,0,3
53,A3 XL,2.0,120.0,3000.0,4,1.1,8.0,5.0,16.0,57,0,0,0,2
54,Shine Lite,2.0,200.0,2460.0,4,1.3,13.0,5.0,16.0,57,0,0,0,3
55,Fierce 4,2.0,80.0,2500.0,4,1.1,8.0,5.0,16.0,57,0,0,0,3
56,X1,2.0,250.0,2150.0,8,1.4,13.0,5.0,16.0,57,0,0,1,3
57,Pop 4+,1.5,110.0,2500.0,4,1.1,8.0,5.0,16.0,57,0,1,0,3
58,Pop 4,1.0,80.0,2500.0,4,1.1,8.0,5.0,8.0,57,0,1,0,3
59,Idol 4s Windows,4.0,440.0,3000.0,4,2.15,21.0,8.0,64.0,57,2,0,0,2
60,Idol 4s,3.0,350.0,3000.0,8,1.8,16.0,8.0,32.0,57,0,0,0,2
61,Pixi 4 (4),0.512,60.0,1500.0,4,1.3,2.0,0.6,4.0,57,0,1,0,3
62,Fierce XL,2.0,130.0,2500.0,4,1.1,8.0,2.0,16.0,57,0,0,0,3
63,Flash 2,2.0,230.0,3000.0,8,1.3,13.0,5.0,16.0,57,0,0,0,2
64,Flash Plus,2.0,130.0,3500.0,8,1.5,13.0,8.0,16.0,57,0,1,0,2
65,Pop Astro,1.0,130.0,2000.0,4,1.5,5.0,0.6,4.0,57,0,1,0,3
66,Pixi 3 (8) 3G,1.0,100.0,3240.0,2,1.3,2.0,0.6,4.0,57,0,0,0,2
67,Pixi 3 (7) LTE,1.0,130.0,2820.0,4,1.1,2.0,0.6,4.0,57,0,0,0,2
68,Pixi 3 (7) 3G,0.512,100.0,2820.0,2,1.3,2.0,0.6,4.0,57,0,0,0,2
69,Pixi 3 (7),0.512,80.0,2820.0,4,1.3,2.0,0.6,4.0,57,0,0,0,2
70,POP 10,1.0,250.0,4600.0,4,1.2,5.0,2.0,8.0,57,0,0,0,2
71,Pixi 3 (4.5),0.512,60.0,1400.0,2,1.0,5.0,0.6,4.0,57,0,1,0,3
72,Pixi 3 (4),0.512,50.0,1400.0,2,1.0,2.0,0.6,4.0,57,0,1,0,3
73,Pop 2 (4.5) Dual SIM,1.0,180.0,2000.0,4,1.2,5.0,0.6,8.0,57,0,1,0,3
74,Pop 2 (4.5),1.0,130.0,2000.0,4,1.2,5.0,0.6,8.0,57,0,1,0,3
75,POP 8S,1.0,250.0,4100.0,4,1.2,5.0,3.0,8.0,57,0,0,0,2
76,Hero 8,2.0,280.0,4060.0,8,2.0,5.0,2.0,32.0,57,0,0,0,2
77,Hero 2,2.0,460.0,3100.0,8,2.0,13.1,5.0,16.0,57,0,0,0,2
78,POP 7S,1.0,190.0,3240.0,4,1.2,3.0,0.6,4.0,57,0,0,0,2
79,POP 7,1.0,160.0,3240.0,2,1.3,2.0,0.6,4.0,57,0,0,0,2
80,Fierce,1.0,110.0,1800.0,4,1.2,5.0,0.6,4.0,57,0,1,0,3
81,Evolve,0.512,70.0,1400.0,1,1.0,5.0,0.6,4.0,57,0,1,0,3
82,Pop C3,0.512,80.0,1300.0,2,1.3,5.0,0.6,4.0,57,0,1,0,3
83,Idol Alpha,1.0,360.0,2000.0,4,1.2,13.0,1.3,16.0,57,0,0,0,3
84,Idol S,1.0,160.0,2000.0,2,1.2,8.0,1.3,4.0,57,0,0,0,3
85,One Touch T10,1.0,130.0,3000.0,1,1.0,0.6,0.0,4.0,57,0,0,0,2
86,Idol X,2.0,370.0,2000.0,4,1.5,13.1,2.1,16.0,57,0,0,0,3
87,One Touch Star,0.512,220.0,1500.0,2,1.0,5.0,0.6,4.0,57,0,1,0,3
88,One Touch Scribe Easy,0.512,170.0,2500.0,2,1.2,5.0,0.6,4.0,57,0,1,0,3
89,One Touch Idol Ultra,1.0,270.0,1800.0,2,1.2,8.0,1.3,16.0,57,0,0,0,3
90,One Touch X'Pop,0.512,150.0,1800.0,2,1.0,5.0,0.6,4.0,57,0,1,0,3
91,One Touch Scribe HD-LTE,1.0,350.0,2500.0,4,1.2,8.0,1.3,4.0,57,0,1,0,3
92,One Touch Scribe X,1.0,620.0,2500.0,4,1.2,12.0,1.0,4.0,57,0,1,0,3
93,OT-997D,1.0,280.0,1800.0,2,1.0,8.0,0.6,4.0,57,0,1,0,3
94,OT-997,1.0,250.0,1800.0,2,1.0,8.0,0.6,4.0,57,0,1,0,3
95,OT-986,1.0,250.0,1800.0,2,1.5,5.0,2.0,8.0,57,0,1,0,3
96,OT-995,0.512,220.0,1500.0,1,1.4,5.0,0.6,2.0,57,0,1,0,3
97,X4 Soul,4.0,420.0,3000.0,8,2.0,13.0,13.0,64.0,1,0,0,1,2
98,X3 Soul Pro,4.0,450.0,3000.0,8,2.0,16.0,8.0,64.0,1,0,0,1,2
99,P8 Energy Pro,3.0,420.0,5020.0,8,1.3,13.0,5.0,64.0,1,0,0,1,2
100,X3 Soul,3.0,300.0,3150.0,8,1.3,13.0,5.0,32.0,1,0,0,1,2
101,X2 Soul Style + Platinum,3.0,200.0,2350.0,4,1.3,13.0,5.0,16.0,1,0,0,1,3
102,X2 Soul Style,2.0,180.0,2350.0,4,1.3,13.0,5.0,16.0,1,0,0,1,3
103,X2 Soul Lite,1.0,160.0,2400.0,4,1.3,8.0,5.0,16.0,1,0,1,1,3
104,V2 Viper X+,3.0,300.0,3150.0,8,1.3,13.0,5.0,16.0,1,0,1,1,2
105,V2 Viper X,1.0,250.0,3150.0,8,1.3,13.0,5.0,16.0,1,0,1,1,2
106,V2 Viper,1.0,200.0,2000.0,4,1.3,8.0,5.0,16.0,1,0,1,0,3
107,V2 Viper i,1.0,120.0,2000.0,4,1.3,5.0,2.0,16.0,1,0,1,0,3
108,P8 Energy mini,2.0,170.0,4000.0,4,1.3,8.0,5.0,16.0,1,0,1,0,2
109,P5 Pro,1.0,130.0,1700.0,4,1.0,5.0,0.6,8.0,1,0,1,0,3
110,P6 Pro,1.0,100.0,3140.0,4,1.0,8.0,5.0,8.0,1,0,0,0,2
111,P8 Energy,2.0,300.0,6000.0,4,1.3,13.0,5.0,16.0,1,0,0,1,1
112,P5 Energy,1.0,140.0,4000.0,4,1.0,5.0,2.0,16.0,1,0,1,1,2
113,E4,2.0,240.0,2100.0,8,1.3,13.0,5.0,16.0,1,0,1,1,3
114,E3 Living,1.0,140.0,1850.0,4,1.0,8.0,2.0,8.0,1,0,1,0,3
115,X2 Xtreme,3.0,490.0,3500.0,8,2.0,24.0,8.0,64.0,1,0,0,1,2
116,C5 Smiley,0.512,80.0,1400.0,2,1.3,3.15,0.6,4.0,1,0,1,0,3
117,C6 Quad 4G,1.0,140.0,1800.0,4,1.3,5.0,0.6,8.0,1,0,1,0,3
118,E2 Living,0.512,90.0,1350.0,2,1.3,3.15,0.6,4.0,1,0,1,1,3
119,Twin X2,1.0,230.0,1920.0,8,1.4,8.0,2.0,8.0,1,0,0,1,3
120,P7 Seon,1.0,230.0,2400.0,6,1.5,8.0,2.0,8.0,1,0,1,0,3
121,X1 Xtreme Mini,2.0,300.0,2200.0,4,2.15,16.0,4.0,16.0,1,0,0,1,3
122,X2 Soul Mini,1.0,230.0,2050.0,8,1.7,8.0,5.0,16.0,1,0,0,0,3
123,Impera M,0.512,90.0,1420.0,4,1.2,5.0,0.6,4.0,1,2,1,0,3
124,Impera S,1.0,170.0,2000.0,4,1.2,8.0,2.0,8.0,1,2,1,0,3
125,Impera i,1.0,160.0,1750.0,4,1.2,8.0,2.0,8.0,1,2,1,1,3
126,A6 Quad,0.512,130.0,1500.0,4,1.2,5.0,0.6,4.0,1,0,1,0,3
127,X2 Soul,2.0,340.0,2300.0,8,1.7,13.0,5.0,16.0,1,0,0,0,3
128,X1 Xtreme,3.0,470.0,2500.0,4,2.15,16.0,8.0,32.0,1,0,0,1,3
129,V1 Viper S,2.0,310.0,2500.0,4,1.4,13.0,5.0,16.0,1,0,1,0,3
130,Viva Q7 Life,1.0,90.0,3000.0,4,1.0,0.6,0.0,8.0,1,0,0,1,2
131,City Life,0.512,70.0,3000.0,2,1.5,0.6,0.0,8.0,1,0,0,1,2
132,2 Speed Quad,1.0,120.0,4400.0,4,1.0,2.0,0.6,8.0,1,0,0,1,2
133,City+,0.512,80.0,3000.0,2,1.5,0.6,0.0,8.0,1,0,0,1,2
134,Viva H8,1.0,190.0,4000.0,4,1.2,5.0,2.0,8.0,1,0,0,1,2
135,Viva Q8,1.0,150.0,4000.0,4,1.0,5.0,0.6,8.0,1,0,0,1,2
136,P6 Quad Plus,1.0,220.0,2100.0,4,1.5,8.0,1.0,4.0,1,0,1,1,3
137,A5 Quad,0.512,130.0,1700.0,4,1.3,5.0,0.6,4.0,1,0,1,0,3
138,P5 Symbol,0.512,160.0,1700.0,2,1.2,5.0,0.6,4.0,1,0,1,0,3
139,X1 Soul Mini,1.0,270.0,3000.0,4,1.5,8.0,2.0,16.0,1,0,0,1,2
140,X1 Soul,2.0,360.0,2000.0,4,1.5,13.0,5.0,32.0,1,0,0,1,3
141,A5 Duo,0.512,100.0,1700.0,2,1.2,3.15,0.6,4.0,1,0,1,0,3
142,H2 Qubo,0.512,120.0,1800.0,4,1.2,5.0,0.6,4.0,1,0,1,0,3
143,Viper i V1,1.0,200.0,1800.0,4,1.3,8.0,2.0,8.0,1,0,1,0,3
144,Viper V1,1.0,230.0,1800.0,4,1.2,8.0,2.0,16.0,1,0,1,0,3
145,P5 Qmax,1.0,230.0,3000.0,4,1.2,8.0,1.0,4.0,1,0,1,0,2
146,P5 Quad,1.0,170.0,2100.0,4,1.2,8.0,1.0,4.0,1,0,1,0,3
147,P6 Stony,1.0,200.0,2100.0,2,1.0,8.0,1.0,4.0,1,0,0,1,3
148,P4 Duo,0.512,180.0,1600.0,2,1.0,8.0,0.6,4.0,1,0,1,0,3
149,P5 Mini,0.512,90.0,1700.0,1,1.0,3.15,0.6,4.0,1,0,1,0,3
150,P4 AllDro,0.512,200.0,1600.0,1,1.0,8.0,0.6,4.0,1,0,1,0,3
151,Fire Phone,2.0,160.0,2400.0,4,2.2,13.0,2.1,64.0,2,0,0,0,3
152,iPad 9.7,2.0,390.0,8827.0,2,1.84,8.0,1.2,128.0,3,3,0,0,1
153,iPhone 7 Plus,3.0,900.0,2900.0,4,2.34,12.0,7.0,256.0,3,3,0,0,2
154,iPhone SE,2.0,440.0,1624.0,2,1.84,12.0,1.2,128.0,3,3,0,1,3
155,iPhone 6s Plus,2.0,750.0,2750.0,2,1.84,12.0,5.0,128.0,3,3,0,0,2
156,iPhone 6s,2.0,620.0,1715.0,2,1.84,12.0,5.0,128.0,3,3,0,0,3
157,iPad Pro,4.0,850.0,10.0,2,2.26,8.0,1.2,256.0,3,3,0,0,3
158,iPad mini 4,2.0,360.0,5124.0,2,1.5,8.0,1.2,128.0,3,3,0,0,2
159,iPad Air 2,2.0,440.0,7340.0,3,1.5,8.0,1.2,128.0,3,3,0,1,1
160,iPad mini 3,1.0,400.0,6470.0,2,1.3,5.0,1.2,128.0,3,3,0,1,1
161,iPhone 6 Plus,1.0,700.0,2915.0,2,1.4,8.0,1.2,128.0,3,3,0,1,2
162,iPhone 6,1.0,540.0,1810.0,2,1.4,8.0,1.2,128.0,3,3,0,1,3
163,iPad Air,1.0,350.0,8600.0,2,1.3,5.0,1.2,128.0,3,3,0,1,1
164,iPad mini 2,1.0,270.0,6470.0,2,1.3,5.0,1.2,128.0,3,3,0,1,1
165,iPhone 5s,1.0,330.0,1560.0,2,1.3,8.0,1.2,64.0,3,3,0,1,3
166,iPhone 5c,1.0,300.0,1510.0,2,1.3,8.0,1.2,32.0,3,3,0,1,3
167,iPad mini Wi-Fi,0.512,200.0,4490.0,2,1.0,5.0,1.2,64.0,3,3,0,1,2
168,iPad mini Wi-Fi + Cellular,0.512,300.0,4490.0,2,1.0,5.0,1.2,64.0,3,3,0,1,2
169,iPad 4 Wi-Fi,1.0,350.0,11560.0,2,1.4,5.0,1.2,128.0,3,3,0,1,1
170,iPad 4 Wi-Fi + Cellular,1.0,500.0,11560.0,2,1.4,5.0,1.2,128.0,3,3,0,1,1
171,iPhone 5,1.0,340.0,1440.0,2,1.3,8.0,1.2,64.0,3,3,0,1,3
172,iPad 3 Wi-Fi + Cellular,1.0,400.0,11560.0,2,1.0,5.0,0.6,64.0,3,3,0,1,1
173,iPad 3 Wi-Fi,1.0,290.0,11560.0,2,1.0,5.0,0.6,64.0,3,3,0,1,1
174,iPhone 4s,0.512,190.0,1432.0,2,1.0,8.0,0.6,64.0,3,3,0,1,3
175,iPad 2 Wi-Fi + 3G,0.512,370.0,6930.0,2,1.0,0.7,0.6,64.0,3,3,0,1,1
176,iPad 2 Wi-Fi,0.512,200.0,6930.0,2,1.0,0.7,0.6,64.0,3,3,0,1,1
177,iPad 2 CDMA,0.512,200.0,6930.0,2,1.0,0.7,0.6,64.0,3,3,0,1,1
178,iPhone 4,0.512,200.0,1420.0,1,1.0,5.0,0.6,32.0,3,3,0,1,3
179,55 Graphite,2.0,180.0,3000.0,4,1.5,13.0,5.0,16.0,4,0,0,0,2
180,50 Graphite,1.0,130.0,2400.0,4,1.5,13.0,5.0,16.0,4,0,0,0,3
181,Diamond 2 Plus,4.0,250.0,2950.0,8,2.0,20.7,8.0,64.0,4,0,0,0,2
182,50d Helium 4G,1.0,140.0,2100.0,4,1.2,13.0,5.0,8.0,4,0,1,0,3
183,50b Helium 4G,1.0,150.0,2000.0,4,1.2,8.0,2.0,8.0,4,0,1,1,3
184,50 Diamond,2.0,200.0,2700.0,8,1.5,16.0,8.0,16.0,4,0,0,1,3
185,40 Cesium,0.512,80.0,1700.0,4,1.2,5.0,2.0,4.0,4,2,1,0,3
186,80 Helium 4G,1.0,280.0,3500.0,4,1.2,5.0,2.0,8.0,4,0,1,0,2
187,64 Xenon,1.0,240.0,2800.0,4,1.3,8.0,2.0,4.0,4,0,1,0,2
188,50c Oxygen,1.0,240.0,2000.0,8,1.7,8.0,2.0,8.0,4,0,1,0,3
189,50 Helium 4G,1.0,280.0,2000.0,4,1.2,8.0,2.0,8.0,4,0,1,0,3
190,45 Helium 4G,1.0,230.0,1850.0,4,1.2,5.0,0.6,4.0,4,0,1,0,3
191,Zenfone Live ZB501KL,2.0,150.0,2650.0,4,1.2,13.0,5.0,32.0,5,0,0,0,3
192,Zenfone 3s Max ZC521TL,3.0,230.0,5000.0,8,1.5,13.0,8.0,32.0,5,0,0,1,2
193,Zenpad 3S 10 Z500KL,4.0,450.0,7800.0,6,1.4,8.0,5.0,32.0,5,0,0,1,1
194,Zenfone 3 Zoom ZE553KL,4.0,550.0,5000.0,8,2.0,12.0,13.0,128.0,5,0,0,0,2
195,Zenpad 3 8.0 Z581KL,4.0,390.0,4680.0,6,1.4,8.0,2.0,32.0,5,0,0,1,2
196,Zenfone Go ZB500KL,2.0,130.0,2600.0,4,1.2,13.0,5.0,16.0,5,0,1,0,3
197,Zenfone 3 Deluxe 5.5 ZS550KL,4.0,440.0,3000.0,8,2.0,16.0,8.0,64.0,5,0,0,0,2
198,Zenpad Z10 ZT500KL,3.0,360.0,7800.0,6,1.4,8.0,5.0,32.0,5,0,0,1,1
199,Zenfone Go ZB450KL,1.0,110.0,2070.0,4,1.2,8.0,2.0,8.0,5,0,1,1,3
200,Zenfone Go ZB452KG,1.0,90.0,2070.0,4,1.2,5.0,0.6,8.0,5,0,1,1,3
201,Zenfone Go ZB551KL,2.0,150.0,3010.0,4,1.6,8.0,5.0,32.0,5,0,1,0,2
202,Zenfone Go T500,2.0,110.0,2500.0,4,1.2,8.0,5.0,16.0,5,0,1,1,3
203,Zenfone Go ZC451TG,1.0,70.0,1600.0,4,1.3,5.0,0.6,8.0,5,0,1,0,3
204,Live G500TG,2.0,230.0,2070.0,4,1.3,8.0,2.0,16.0,5,0,1,1,3
205,Zenfone 2 Laser ZE551KL,3.0,180.0,3000.0,8,1.7,13.0,5.0,32.0,5,0,1,1,2
206,Zenfone Zoom ZX551ML,4.0,500.0,3000.0,4,2.5,13.0,5.0,128.0,5,0,0,1,2
207,Zenfone Go ZC500TG,2.0,130.0,2070.0,4,1.3,8.0,2.0,16.0,5,0,1,1,3
208,Zenfone Max ZC550KL,2.0,170.0,5000.0,4,1.2,13.0,5.0,16.0,5,0,0,1,2
209,Zenfone 2 Deluxe ZE551ML,4.0,500.0,3000.0,4,2.3,13.0,5.0,128.0,5,0,0,1,2
210,Zenfone 2 Laser ZE601KL,2.0,300.0,3000.0,8,1.7,13.0,5.0,16.0,5,0,1,1,2
211,Zenfone 2 Laser ZE600KL,2.0,360.0,3000.0,8,1.7,13.0,5.0,16.0,5,0,1,1,2
212,Zenfone 2 Laser ZE500KL,2.0,210.0,2400.0,4,1.2,13.0,5.0,16.0,5,0,1,1,3
213,Zenfone 2E,1.0,110.0,2500.0,2,1.6,8.0,2.0,8.0,5,0,0,1,3
214,Pegasus 2 Plus,3.0,300.0,3030.0,8,1.7,13.0,8.0,32.0,5,0,0,1,2
215,Zenpad 8.0 Z380KL,1.0,280.0,4000.0,8,0.0,5.0,2.0,8.0,5,0,0,1,2
216,Zenfone 2 ZE500CL,2.0,180.0,2500.0,2,1.6,8.0,2.0,16.0,5,0,0,1,3
217,Zenfone 2 ZE550ML,2.0,250.0,3000.0,4,1.8,13.0,5.0,16.0,5,0,0,1,2
218,Zenfone C ZC451CG,1.0,90.0,2100.0,2,1.2,5.0,0.6,8.0,5,0,1,0,3
219,Pegasus,2.0,80.0,2500.0,4,1.5,8.0,5.0,16.0,5,0,1,1,3
220,PadFone X mini,1.0,160.0,2060.0,2,1.6,5.0,2.0,8.0,5,0,1,0,3
221,Memo Pad 7 ME572CL,2.0,240.0,15.0,4,1.83,5.0,2.0,32.0,5,0,0,0,3
222,Memo Pad 7 ME572C,2.0,240.0,15.0,4,1.83,5.0,2.0,32.0,5,0,0,1,3
223,Zenfone 4 A450CG,1.0,100.0,1750.0,2,1.2,8.0,0.6,8.0,5,0,1,1,3
224,PadFone X,2.0,320.0,2300.0,4,2.3,13.0,2.0,16.0,5,0,0,1,3
225,PadFone S,2.0,250.0,2300.0,4,2.3,13.0,2.0,16.0,5,0,0,1,3
226,PadFone Infinity Lite,2.0,510.0,2400.0,4,1.7,13.0,2.0,32.0,5,0,0,1,3
227,Zenfone 6 A601CG,2.0,200.0,3230.0,2,1.6,13.0,2.0,32.0,5,0,0,1,2
228,Zenfone 6 A600CG,2.0,250.0,3300.0,2,2.0,13.0,2.0,32.0,5,0,0,1,2
229,Zenfone 5 A501CG,2.0,120.0,2110.0,2,1.2,8.0,2.0,8.0,5,0,0,1,3
230,Zenfone 5 A500CG,2.0,130.0,2110.0,2,2.0,8.0,2.0,32.0,5,0,0,1,3
231,PadFone mini 4G (Intel),1.0,300.0,2060.0,2,1.6,5.0,2.0,8.0,5,0,1,0,3
232,PadFone mini (Intel),1.0,210.0,1170.0,2,1.6,8.0,2.0,8.0,5,0,0,1,3
233,PadFone mini,1.0,290.0,1500.0,4,1.4,8.0,2.0,16.0,5,0,1,1,3
234,PadFone Infinity 2,2.0,730.0,2400.0,4,2.2,13.0,2.0,32.0,5,0,0,1,3
235,Fonepad 7,1.0,220.0,3950.0,2,1.6,5.0,1.2,32.0,5,0,0,1,2
236,Fonepad Note FHD6,2.0,350.0,3200.0,2,2.0,8.0,1.2,32.0,5,0,0,1,2
237,Fonepad,1.0,260.0,4270.0,1,1.2,3.15,1.2,16.0,5,0,0,0,2
238,PadFone Infinity,2.0,1000.0,2400.0,4,1.7,13.0,2.0,64.0,5,0,0,1,3
239,Memo Pad ME172V,1.0,110.0,4270.0,1,1.0,1.0,0.0,16.0,5,0,0,1,2
240,Google Nexus 7 Cellular,1.0,230.0,4325.0,4,1.2,1.2,0.0,32.0,5,0,0,0,2
241,PadFone 2,2.0,450.0,2140.0,4,1.5,13.0,1.2,64.0,5,0,0,0,3
242,Google Nexus 7,1.0,150.0,4325.0,4,1.2,1.2,0.0,32.0,5,0,0,0,2
243,Memo,1.0,170.0,4400.0,2,1.2,5.0,1.2,32.0,5,0,1,1,2
244,PadFone,1.0,300.0,1520.0,2,1.5,8.0,0.6,64.0,5,0,1,0,3
245,Zenfone Pegasus 3s,3.0,330.0,5000.0,8,1.5,13.0,8.0,64.0,5,0,0,0,2
246,T3,1.0,80.0,1840.0,4,1.2,8.0,0.6,4.0,8,0,0,0,3
247,F5,2.0,100.0,2520.0,4,1.2,13.0,2.0,16.0,8,0,0,0,3
248,F3,1.0,200.0,2100.0,4,1.2,13.0,2.0,4.0,8,0,1,0,3
249,A3,1.0,150.0,2000.0,4,1.2,8.0,2.0,4.0,8,0,1,0,3
250,KEYone,3.0,600.0,3505.0,8,2.0,12.0,8.0,32.0,9,0,0,0,2
251,DTEK60,4.0,530.0,3000.0,4,2.15,21.0,8.0,32.0,9,0,0,0,2
252,DTEK50,3.0,270.0,2610.0,8,1.5,13.0,8.0,16.0,9,0,0,0,3
253,Priv,3.0,450.0,3410.0,6,1.4,18.0,2.0,32.0,9,0,0,0,2
254,Leap,2.0,170.0,2800.0,2,1.5,8.0,2.0,16.0,9,1,0,0,2
255,Porsche Design P'9983,2.0,590.0,2100.0,2,1.5,8.0,2.0,64.0,9,1,1,0,3
256,Passport,3.0,310.0,3450.0,4,2.26,13.0,2.0,32.0,9,1,0,0,2
257,Classic,2.0,290.0,2515.0,2,1.5,8.0,2.0,16.0,9,1,0,0,3
258,Z3,1.5,110.0,2500.0,2,1.2,5.0,1.1,8.0,9,1,0,0,3
259,Porsche Design P'9982,2.0,390.0,1800.0,2,1.5,8.0,2.0,64.0,9,1,1,0,3
260,Z30,2.0,180.0,2880.0,2,1.7,8.0,2.0,16.0,9,1,0,0,2
261,Q5,2.0,150.0,2180.0,2,1.2,5.0,2.0,8.0,9,1,0,0,3
262,Z10,2.0,230.0,1800.0,2,1.5,8.0,2.0,16.0,9,1,1,0,3
263,Q10,2.0,170.0,2100.0,2,1.5,8.0,2.0,16.0,9,1,1,0,3
264,Porsche Design P'9981,0.768,800.0,1230.0,1,1.2,5.0,0.0,8.0,9,1,1,0,3
265,Torch 9850,0.768,130.0,1230.0,1,1.2,5.0,0.0,4.0,9,1,1,0,3
